,0
2020-03-03,-6.15479725526846
2020-03-04,-6.208542113360985
2020-03-05,-6.994596734802351
2020-03-06,-7.6827102986041185
2020-03-07,-6.927575346968267
2020-03-08,-5.651404120419168
2020-03-09,-5.69278014640138
2020-03-10,-4.848051995027793
2020-03-11,-6.818065453953729
2020-03-12,-5.851258711935545
2020-03-13,-5.946780441330014
2020-03-14,-4.884596136143829
2020-03-15,-4.91064928724867
2020-03-16,-2.954886297870715
2020-03-17,-1.724108878645664
2020-03-18,-1.6256004777412594
2020-03-19,-1.451061124613583
2020-03-20,-1.6010910452790859
2020-03-21,-2.0807039329376495
2020-03-22,-2.4919271899896365
2020-03-23,-1.8496201137364263
2020-03-24,-1.0323496232588525
2020-03-25,-0.4144076656470417
2020-03-26,-1.3466504375595272
2020-03-27,-1.4936917066896735
2020-03-28,-1.9402842123636042
2020-03-29,-1.9111610676781985
2020-03-30,-1.4438745925692675
2020-03-31,-1.3534224890440976
2020-04-01,-1.0579135014906962
2020-04-02,-0.7347865236480129
2020-04-03,0.09086810320187033
2020-04-04,-0.8647271102996011
2020-04-05,-1.0369719504510064
2020-04-06,-1.2824759630145421
2020-04-07,-2.45785811811663
2020-04-08,-1.034198246848827
2020-04-09,-1.7823486144520135
2020-04-10,-3.223131553540518
2020-04-11,-4.346900209618014
2020-04-12,-5.84936522697259
2020-04-13,-5.437692098147047
2020-04-14,-5.485577727998071
2020-04-15,-4.309525801343675
2020-04-16,-2.2048133267310654
2020-04-17,-1.6703653755867123
2020-04-18,-0.8412627373257958
2020-04-19,-1.163641624427837
2020-04-20,-0.9385462374807023
2020-04-21,-0.8987980842671707
2020-04-22,-0.31540451300253414
2020-04-23,-0.4742882413932952
2020-04-24,-0.08551314870397603
2020-04-25,2.2437242046734083
2020-04-26,2.1972201957452384
2020-04-27,1.1852356321597188
2020-04-28,-0.07083431467490775
2020-04-29,0.1692556952304403
2020-04-30,0.001275177420599849
2020-05-01,1.8725358339812455
2020-05-02,1.3302444351673914
2020-05-03,1.0938795561511814
2020-05-04,1.9574965567106584
2020-05-05,0.9314134016789326
2020-05-06,2.8422009405561584
2020-05-07,1.5771087307161504
2020-05-08,2.018223123006764
2020-05-09,1.6434312757907565
2020-05-10,1.969394240809926
2020-05-11,-0.11653116618356396
2020-05-12,0.23635540208149103
2020-05-13,1.1253081301020367
2020-05-14,-0.08480995102094258
2020-05-15,0.19105805216838517
2020-05-16,-0.5875588278555712
2020-05-17,-0.0353768913812742
2020-05-18,0.556743697891121
2020-05-19,0.2676333253336449
2020-05-20,0.050808678740389385
2020-05-21,0.9039680013788403
2020-05-22,3.4498776285227546
2020-05-23,3.352453004067518
2020-05-24,3.4716912434554996
2020-05-25,3.480073389188024
2020-05-26,2.7491668846788873
2020-05-27,0.5756311468727651
2020-05-28,0.4181292177549186
2020-05-29,-0.2112823532030439
2020-05-30,1.047969070533208
2020-05-31,0.13446165180678704
2020-06-01,2.087109932320522
2020-06-02,1.5987202993906087
2020-06-03,2.7417942362151617
2020-06-04,2.0621735194542037
2020-06-05,-0.18762869915500024
2020-06-06,-0.3710323690227521
2020-06-07,-1.2444772530646704
2020-06-08,0.4745945180409439
2020-06-09,0.55574241268955
2020-06-10,-2.0681237737643743
2020-06-11,-2.728986047149335
2020-06-12,-2.723384293650196
2020-06-13,-4.038509496672509
2020-06-14,-7.209141556670613
2020-06-15,-7.605181352953077
2020-06-16,-6.982347565006179
2020-06-17,-5.917913747244511
2020-06-18,-6.884913283929894
2020-06-19,-7.531733103051355
2020-06-20,-8.051196209140496
2020-06-21,-8.074114687397115
2020-06-22,-9.345189958129065
2020-06-23,-7.684947976612811
2020-06-24,-9.444628892774926
2020-06-25,-8.236809912319067
2020-06-26,-7.126965496597683
2020-06-27,-6.674259944861278
2020-06-28,-6.065246541386815
2020-06-29,-5.186728622581868
2020-06-30,-4.322631496285427
2020-07-01,-3.09958276300907
2020-07-02,-1.966090866777441
2020-07-03,-2.4558447771620537
2020-07-04,-4.462942152535566
2020-07-05,-5.519164070031058
2020-07-06,-6.131512006703658
2020-07-07,-4.961668334231344
2020-07-08,-5.257490351790526
2020-07-09,-5.281802521750423
2020-07-10,-5.2422845767019774
2020-07-11,-5.462926228418066
2020-07-12,-4.661141633976112
2020-07-13,-3.804055305384755
2020-07-14,-4.801435792110978
2020-07-15,-4.5114799855960355
2020-07-16,-4.628670376908776
2020-07-17,-4.137645448170408
2020-07-18,-4.386217089581584
2020-07-19,-4.071375125252747
2020-07-20,-5.097558134012052
2020-07-21,-6.49306609454843
2020-07-22,-6.269649104530005
2020-07-23,-7.005744016420957
2020-07-24,-7.469028019934234
2020-07-25,-8.082425092431755
2020-07-26,-8.489941877898197
2020-07-27,-7.243162432456452
2020-07-28,-7.641409403554854
2020-07-29,-7.359535786029314
2020-07-30,-9.05111720263281
2020-07-31,-8.972048458088295
2020-08-01,-10.09401347288669
2020-08-02,-9.957849260637571
2020-08-03,-10.569769395855667
2020-08-04,-11.849176382562867
2020-08-05,-10.200000943346057
2020-08-06,-10.270132782413318
2020-08-07,-10.042148390569507
2020-08-08,-8.609657305538114
2020-08-09,-8.913751824719105
2020-08-10,-10.037794061238875
2020-08-11,-9.187315247865511
2020-08-12,-8.773100247902903
2020-08-13,-10.290747274529414
2020-08-14,-11.175689433625156
2020-08-15,-12.176155064036417
2020-08-16,-12.567662117826224
2020-08-17,-12.555821410538242
2020-08-18,-13.711893715639276
2020-08-19,-11.66989376921302
2020-08-20,-11.954062825068538
2020-08-21,-12.169507719603649
2020-08-22,-12.742940231595068
2020-08-23,-13.82388745909272
2020-08-24,-12.205121868239303
2020-08-25,-10.60352188525399
2020-08-26,-10.36844246328066
2020-08-27,-10.241359933457762
2020-08-28,-9.064935512714339
2020-08-29,-8.465737533738627
2020-08-30,-6.46007047132721
2020-08-31,-6.645294599211881
2020-09-01,-5.967329392781716
2020-09-02,-5.309456300320102
2020-09-03,-5.819119146973945
2020-09-04,-7.065134247628784
2020-09-05,-5.726720892491397
2020-09-06,-6.092958808178808
2020-09-07,-3.606719915203986
2020-09-08,-3.135967449325329
2020-09-09,-3.3377405921322136
2020-09-10,-5.2065125937876875
2020-09-11,-6.449488143720534
2020-09-12,-8.145737990453014
2020-09-13,-7.827636170296503
2020-09-14,-7.722768838933446
2020-09-15,-7.73010935689738
2020-09-16,-7.754767146807505
2020-09-17,-6.762543548440175
2020-09-18,-6.491051797314678
2020-09-19,-5.991171819338302
2020-09-20,-6.750857882820257
2020-09-21,-6.4812152996141545
2020-09-22,-5.871694196099728
2020-09-23,-6.944052426978753
2020-09-24,-7.72991468266323
2020-09-25,-9.397196040634146
2020-09-26,-8.324060467709058
2020-09-27,-8.416028251249815
2020-09-28,-8.823304793042949
2020-09-29,-6.738533052443742
2020-09-30,-7.764681240573893
2020-10-01,-6.794902613724704
2020-10-02,-7.593478582876095
2020-10-03,-8.454118660802155
2020-10-04,-11.522830054897005
2020-10-05,-11.132608226879285
2020-10-06,-10.438013955045747
2020-10-07,-9.550981157003127
2020-10-08,-8.632006618231136
2020-10-09,-8.144175581805014
2020-10-10,-9.684958708839133
2020-10-11,-9.733928573662144
2020-10-12,-9.390601573949294
2020-10-13,-9.117001614302431
2020-10-14,-8.791484460508249
2020-10-15,-8.910407580368373
2020-10-16,-10.4639711632887
2020-10-17,-11.368433479043881
2020-10-18,-8.751213743211146
2020-10-19,-7.755167230257655
2020-10-20,-7.885103438727767
2020-10-21,-6.562359873374403
2020-10-22,-8.33203884105369
2020-10-23,-8.7174771892924
2020-10-24,-8.603353458135302
2020-10-25,-9.9343648611461
2020-10-26,-11.618149862622047
2020-10-27,-12.78083520087139
2020-10-28,-13.729086608598308
2020-10-29,-12.62234906031718
2020-10-30,-11.686614722317188
2020-10-31,-11.89667098438753
2020-11-01,-13.128157299656488
2020-11-02,-12.816311835393895
2020-11-03,-13.050077785374288
2020-11-04,-13.799694576391735
2020-11-05,-14.41049674804827
2020-11-06,-13.989940565560156
2020-11-07,-14.382676172905523
2020-11-08,-13.434026718940894
2020-11-09,-11.743327059428319
2020-11-10,-12.731691015233206
2020-11-11,-13.332667466956323
2020-11-12,-11.962998517642564
2020-11-13,-12.999729351318386
2020-11-14,-13.529691645998165
2020-11-15,-13.65297716480817
2020-11-16,-13.35012542083754
2020-11-17,-13.1083650580003
2020-11-18,-12.336028392400603
2020-11-19,-14.256838168913982
2020-11-20,-13.405790725952643
2020-11-21,-12.266672804101054
2020-11-22,-13.968398347830384
2020-11-23,-14.843415089790927
2020-11-24,-14.602641221836073
2020-11-25,-16.417184701515914
2020-11-26,-17.490727274219758
2020-11-27,-16.51890244104234
2020-11-28,-15.506290084589452
2020-11-29,-15.563117977689336
2020-11-30,-14.760498973309664
2020-12-01,-14.671493469194704
2020-12-02,-13.848564062858205
2020-12-03,-14.11291002692173
2020-12-04,-14.245315355092709
2020-12-05,-14.531797945376706
2020-12-06,-13.48555766911314
2020-12-07,-12.74810646259146
2020-12-08,-13.308057221531337
2020-12-09,-12.600776428784252
2020-12-10,-12.336797279683587
2020-12-11,-12.805027394249642
2020-12-12,-12.22746279207484
2020-12-13,-12.60714027207454
2020-12-14,-14.042522912311975
2020-12-15,-14.886780196469566
2020-12-16,-14.612617476491614
2020-12-17,-14.168417053462322
2020-12-18,-15.12838946422015
2020-12-19,-14.721953536058537
2020-12-20,-15.449356479485104
2020-12-21,-14.110750014070044
2020-12-22,-14.425242064623925
2020-12-23,-14.86600785988606
2020-12-24,-13.232782182928016
2020-12-25,-15.390742518161309
2020-12-26,-15.827199705342384
2020-12-27,-15.61278217738682
2020-12-28,-14.618067099565307
2020-12-29,-14.414056172450527
2020-12-30,-12.128951337476515
2020-12-31,-11.76301947086117
2021-01-01,-11.699505409174224
2021-01-02,-12.458888659871635
2021-01-03,-13.686260197125701
2021-01-04,-12.76458463644749
2021-01-05,-13.155589105583427
2021-01-06,-11.594940148200214
2021-01-07,-10.788140027081251
2021-01-08,-10.89501714397343
2021-01-09,-11.362852549790897
2021-01-10,-11.147722431499473
2021-01-11,-11.254059910890636
2021-01-12,-11.027994557031999
2021-01-13,-10.9394101172946
2021-01-14,-12.793033420875904
2021-01-15,-13.703589201633722
2021-01-16,-14.857769824091854
2021-01-17,-13.606784856712054
2021-01-18,-13.277557837830313
2021-01-19,-12.202711912582416
2021-01-20,-12.47641707433622
2021-01-21,-13.225641133146281
2021-01-22,-12.622099057337195
2021-01-23,-9.587071109223483
2021-01-24,-8.620106473995646
2021-01-25,-8.018903422987798
2021-01-26,-8.168599795197828
2021-01-27,-8.314573373433888
2021-01-28,-8.026436486645617
2021-01-29,-7.491496215191994
2021-01-30,-7.2862183895860815
2021-01-31,-7.418083898985509
2021-02-01,-8.261032622373104
2021-02-02,-7.5146410737108535
2021-02-03,-8.248205757382804
2021-02-04,-8.785807437703449
2021-02-05,-7.793909547738312
2021-02-06,-9.177870960918735
2021-02-07,-9.397952522065378
2021-02-08,-9.471828836746884
2021-02-09,-8.419839511430794
2021-02-10,-7.6258481583553905
2021-02-11,-8.326709381856286
2021-02-12,-7.282598341273432
2021-02-13,-7.324141689330955
2021-02-14,-7.029667896623931
2021-02-15,-7.937968476183826
2021-02-16,-7.806117948570723
2021-02-17,-6.677354118066972
2021-02-18,-6.6795319193149725
2021-02-19,-5.998741134494478
2021-02-20,-5.277249105399925
2021-02-21,-3.2585398835525607
2021-02-22,-3.612925210679224
2021-02-23,-4.888726215902435
2021-02-24,-4.651171871428021
2021-02-25,-3.626156011368264
2021-02-26,-3.6474831399991303
2021-02-27,-3.7535778940127376
2021-02-28,-2.2700165473663168
2021-03-01,-1.2236261761809757
2021-03-02,-0.4757403656167912
2021-03-03,-0.5924324451079838
2021-03-04,-0.6634201677475616
2021-03-05,-2.459433682371774
2021-03-06,-1.8505431360948328
2021-03-07,-1.39929992238442
2021-03-08,-0.3125892693980783
2021-03-09,-0.6091971514053451
2021-03-10,-1.0544569456287343
2021-03-11,-1.2973528095567748
2021-03-12,0.36921600255882736
2021-03-13,-0.9573118552649857
2021-03-14,-1.5201307728884688
2021-03-15,-0.5743404316961485
2021-03-16,0.6086246489933047
2021-03-17,-0.18245654787018128
2021-03-18,-0.9367993921031211
2021-03-19,-0.39505634676618107
2021-03-20,-0.8172585202874056
2021-03-21,-0.15497190844151265
2021-03-22,-1.2951223870651734
2021-03-23,-0.051908287735067615
2021-03-24,0.5063431532054762
2021-03-25,1.3074473767793409
2021-03-26,1.495098559878178
2021-03-27,1.7727928892232871
2021-03-28,2.456928564272513
2021-03-29,2.7628928397593993
2021-03-30,2.792894214056865
2021-03-31,4.863164352560414
2021-04-01,4.4266244780053965
2021-04-02,5.828085217252008
2021-04-03,6.424537342227095
2021-04-04,4.830212847316261
2021-04-05,5.654467856150595
2021-04-06,5.934357693110059
2021-04-07,4.963954803401984
2021-04-08,6.257752908982891
2021-04-09,4.749601747073923
2021-04-10,3.9934113294565288
2021-04-11,2.856560253005413
2021-04-12,2.5107119290422877
2021-04-13,2.610851236276032
2021-04-14,3.192534802717491
2021-04-15,3.699861362626062
2021-04-16,3.019800693783492
2021-04-17,2.391869394903215
2021-04-18,3.7369488306212038
2021-04-19,3.860581031962348
2021-04-20,3.6600606867253545
2021-04-21,4.067870107402416
2021-04-22,2.6230923024770627
2021-04-23,4.049717112706216
2021-04-24,4.396794072500378
2021-04-25,4.029124475095343
2021-04-26,3.2976244094929394
2021-04-27,2.6673759459260125
2021-04-28,1.9090692697045184
2021-04-29,1.5264594926449377
2021-04-30,0.6224185724637722
2021-05-01,-0.6836781142253178
2021-05-02,0.27018220733398923
2021-05-03,1.0366094059558493
2021-05-04,1.1193033401153496
2021-05-05,2.1458206318307873
2021-05-06,2.1686585763849084
2021-05-07,3.1811927092155003
2021-05-08,3.3195638687979723
2021-05-09,2.165127013053035
2021-05-10,3.511343043179428
2021-05-11,1.481048823024516
2021-05-12,1.9686107994875406
2021-05-13,0.4943031721820059
2021-05-14,0.79204344152269
2021-05-15,1.0387667092333894
